VIN (1-10),County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,DOL Vehicle ID
JN1AZ0CP9C,San Juan,Eastsound,WA,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,112804562
5YJSA1H14E,Snohomish,Edmonds,WA,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,181936268
JTDKARFP2L,Cowlitz,Kelso,WA,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,190305433
5YJSA1E29H,King,Sammamish,WA,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,169272785
5YJ3E1EB9L,Clark,Vancouver,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,8446560
JA4J24A5XJ,Benton,Kennewick,WA,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,475565779
3FMTK3SU6N,King,Kent,WA,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,213467656
5YJ3E1EBXN,King,Mercer Island,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,195158414
1N4BZ0CP7G,King,Seattle,WA,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,225884746
1G1RA6E41D,Snohomish,Snohomish,WA,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,227935410
WA1E2AFY2N,Snohomish,Monroe,WA,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,197458852
WAUVPBFF1G,King,Redmond,WA,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,143992873
2C4RC1S71M,Spokane,Spokane,WA,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,151723729
5YJYGDEE1M,King,Bellevue,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,168603711
5YJ3E1EA0J,King,Bellevue,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,224003370
1N4AZ0CP7F,Chelan,Wenatchee,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,4468691
5YJSA1CG7D,King,Seattle,WA,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,115971271
JTDKARFP4H,Snohomish,Snohomish,WA,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,194802016
KM8KM4AE7N,Clark,Ridgefield,WA,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,198544125
WA1F2AFY6M,King,Bellevue,WA,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,169439028
5YJSA1E4XH,Clark,Woodland,WA,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,305962597
5YJ3E1EAXK,Snohomish,Monroe,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,477384589
5YJYGDEE1M,Pierce,Roy,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,150279657
3FMTK3SU9N,King,Bellevue,WA,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,197378226
1G1RC6E45F,Snohomish,Lake Stevens,WA,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,172684270
5YJYGAEE1M,King,Des Moines,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,171113162
WBY7Z8C58J,King,Bellevue,WA,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,196447954
1N4AZ0CP9E,Snohomish,Lake Stevens,WA,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,198301498
5YJ3E1EAXP,King,Kirkland,WA,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,220024388
1N4BZ0CP1H,King,Seattle,WA,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,120224506
3C3CFFGE4H,King,Seattle,WA,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,211256902
7SAYGDEE6N,King,Burien,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,192879193
JA4J24A5XL,Thurston,Olympia,WA,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,2210036
1G1RC6S54H,King,Seattle,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,9954612
1G1RA6S55H,King,Enumclaw,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,191776630
5YJYGDEE5M,Kitsap,Bainbridge Island,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,181246348
1G1RA6S50H,Kitsap,Bremerton,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,164899423
1G1FX6S0XJ,Kitsap,Bremerton,WA,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,4376165
3C3CFFGEXD,Whatcom,Lummi Island,WA,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,139686074
5YJXCBE28G,King,Mercer Island,WA,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,218650141
WAUUPBFF6J,Clark,Vancouver,WA,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,224639390
KNDC3DLC2N,Spokane,Spokane,WA,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,194694356
1N4AZ1CPXJ,Snohomish,Stanwood,WA,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,152690268
JN1AZ0CP2B,King,Seattle,WA,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,302567450
1G1RB6E49C,King,Kirkland,WA,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,238282152
JHMZC5F37J,King,Kirkland,WA,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,227410018
1G1RA6E47F,King,Burien,WA,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,139586849
KNDCR3L18P,Skagit,Burlington,WA,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,221267756
1G1FW6S07N,Thurston,Olympia,WA,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,218881274
YV4BR0PL9J,King,Bellevue,WA,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,329024034
5YJ3E1EB6M,Clark,Vancouver,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,161482324
WBY8P4C08L,Skagit,Anacortes,WA,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,125997847
5YJ3E1EB4N,King,Bellevue,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,211112065
1G1RC6S54H,Clark,Battle Ground,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,106035646
5YJ3E1EB9J,Clallam,Sequim,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,475207057
JTDKARFP7H,King,North Bend,WA,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,216702398
5YJSA1S10E,Kitsap,Kingston,WA,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,184590640
5YJ3E1EC2N,Lincoln,Grand Coulee,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,205491800
1G1RC6S52H,King,Bellevue,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,102215326
1G1RA6E49E,King,Snoqualmie,WA,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,178989149
1N4AZ0CPXF,King,Seattle,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,1663686
5YJSA1E28H,Clallam,Port Angeles,WA,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,140869095
1G1FY6S08M,Las Animas,Trinidad,CO,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,161523736
1G1FZ6S02N,Snohomish,Everett,WA,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219505639
5YJ3E1EB7J,Pierce,Puyallup,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,475779524
5YJXCAE27K,Pierce,Bonney Lake,WA,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,219601623
5YJ3E1EB3J,King,Redmond,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,476602878
5YJ3E1EC3M,Pierce,Bonney Lake,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,176438755
7SAYGDEE1N,Clark,Vancouver,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,213342678
1G1FX6S05H,King,Kenmore,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,210380943
1G1FW6S04H,Thurston,Olympia,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,1061315
5YJ3E1EB0J,Pierce,Edgewood,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,2530811
1N4AZ1CP2K,King,Seattle,WA,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,477225647
7SAYGDEE6N,King,Auburn,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196737271
5YJ3E1EB4N,Cowlitz,Kalama,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,194498125
1G1RD6E48B,Snohomish,Snohomish,WA,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,157482769
5YJYGDEE6M,King,Beaux Arts,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,166511229
WAUUPBFFXJ,King,Mercer Island,WA,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,221833720
KNDCC3LG2K,Clark,Vancouver,WA,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,289349847
5YJYGDEE4M,Pierce,Tacoma,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,146812886
5YJ3E1EA6L,Pierce,Bonney Lake,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,1879090
JTDKARFP9J,Clark,Ridgefield,WA,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,6132570
5YJ3E1EA1M,King,Seatac,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,182803820
7SAYGDEF4N,King,Renton,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,220451262
5YJ3E1EA2M,Thurston,Tumwater,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,172377936
7SAYGDEE7N,King,Seattle,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,211598369
YV4BR0CL1M,King,Bothell,WA,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,138416589
5YJ3E1EB4L,Snohomish,Snohomish,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,3414771
YV4ED3UR7N,King,Redmond,WA,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,194901066
YV4BC0PMXG,King,Yarrow Point,WA,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,257766113
1FADP5CU3G,Yakima,Sunnyside,WA,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,348631727
1G1RB6E49D,King,Redmond,WA,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,254276144
WBY1Z8C30H,Clark,Vancouver,WA,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,101921697
7SAXCBE61N,King,Seattle,WA,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,213387688
JHMZC5F1XJ,Thurston,Olympia,WA,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,153785726
1N4AZ0CP6D,Clark,Vancouver,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,145586885
5YJYGDEEXM,King,Seattle,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,150285789
5YJXCDE23M,Skagit,Anacortes,WA,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,136800233
WVGGNPE26M,Yakima,Yakima,WA,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,202080630
3C3CFFGE1D,King,Burien,WA,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,175275614
5YJYGDEE2M,King,Sammamish,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,150512932
5YJYGDEE3M,Pierce,Gig Harbor,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,144621991
3FA6P0SU2H,Pierce,Tacoma,WA,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,123530823
1G1RA6S57G,King,Seattle,WA,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,242953805
5YJ3E1EB4N,King,Bellevue,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,193963122
5YJYGDEEXM,Thurston,Olympia,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,144726942
5YJYGDEE9M,King,Issaquah,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,181432044
KNDCM3LD1L,Pierce,Spanaway,WA,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,111519005
1N4AZ1CP2K,Thurston,Olympia,WA,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,342961657
1N4AZ0CP5D,Thurston,Olympia,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,178236376
5YJ3E1EA2J,Whatcom,Bellingham,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,167006752
5YJXCAE41G,King,Mercer Island,WA,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,120110217
7SAYGDEF7N,King,Bothell,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,207017051
7SAYGDEE9P,Pierce,Auburn,WA,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,224519046
1G1RB6S50J,Thurston,Olympia,WA,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,114316583
5YJ3E1EB3N,King,Federal Way,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,213549220
5YJYGDEE9L,Snohomish,Lynnwood,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,114913508
7SAYGDEE8N,King,Shoreline,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,204606237
1G1RA6E45F,King,Seattle,WA,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,234858158
7SAYGAEE8N,King,Redmond,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219211912
5YJYGAEE0M,King,Seattle,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,161815174
5YJSA1H20F,King,Bellevue,WA,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,158195712
KNDJX3AEXG,Snohomish,Everett,WA,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,249235430
3C3CFFGE4D,King,Clyde Hill,WA,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,230438687
3FMTK1RMXM,King,Sammamish,WA,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,148917611
5YJYGDEE8L,Whatcom,Bellingham,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,132304168
1N4AZ0CP9E,Thurston,Olympia,WA,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,234207676
7SAYGAEE1N,King,Clyde Hill,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196261852
5YJ3E1EB6N,Clark,Vancouver,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,208033612
WVWKP7AU5G,Whatcom,Bellingham,WA,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,212357386
7SAYGDEF9N,Snohomish,Stanwood,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,193616419
5YJ3E1EB4N,King,Kent,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,216652901
7FCTGAAA2N,King,Seattle,WA,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,218217737
5YJ3E1EB6M,Grays Harbor,Ocean Shores,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,138112089
3C3CFFGE0J,King,Seattle,WA,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,186781164
5YJSA1E26H,King,Woodinville,WA,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,145235429
WBY1Z2C59E,San Juan,Eastsound,WA,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,177660703
5YJ3E1EA1J,King,Mercer Island,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,338506724
5YJ3E1EA2K,King,Redmond,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1378653
1N4AZ0CP9F,King,Auburn,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,254351170
3C3CFFGE3D,Stevens,Chewelah,WA,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,208685060
7SAYGDEE4N,King,Seattle,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219461343
5YJXCAE24G,King,Redmond,WA,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,350037236
1G1RB6S57J,King,Bellevue,WA,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,348345245
KNAGV4LD8H,Snohomish,Mill Creek,WA,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,241942410
YV4ED3UR4N,Whatcom,Bellingham,WA,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196241244
3C3CFFGEXG,King,Kirkland,WA,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,320512272
